RefId,IsBadBuy
73015,0.20000000000000001
73016,0.050000000000000003
73017,0.0
73018,0.40000000000000002
73019,0.75
73020,0.20000000000000001
73021,0.050000000000000003
73022,0.14999999999999999
73023,0.050000000000000003
73024,0.75
73025,0.0
73026,0.90000000000000002
73027,0.75
73028,0.34999999999999998
73029,0.20000000000000001
73030,0.050000000000000003
73031,0.20000000000000001
73032,0.14999999999999999
73033,0.20000000000000001
73034,0.10000000000000001
73035,0.050000000000000003
73036,0.20000000000000001
73037,0.20000000000000001
73038,0.10000000000000001
73039,0.25
73040,0.050000000000000003
73041,0.80000000000000004
73042,0.25
73043,0.14999999999999999
73044,0.10000000000000001
73045,0.20000000000000001
73046,0.34999999999999998
73047,0.40000000000000002
73048,0.050000000000000003
73049,0.10000000000000001
73050,0.0
73051,0.050000000000000003
73052,0.80000000000000004
73053,0.94999999999999996
73054,0.10000000000000001
73055,0.40000000000000002
73056,0.20000000000000001
73057,0.050000000000000003
73058,0.14999999999999999
73059,0.14999999999999999
73060,0.10000000000000001
73061,0.050000000000000003
73062,0.20000000000000001
73063,0.0
73064,0.0
73065,0.10000000000000001
73066,0.0
73067,0.10000000000000001
73068,0.050000000000000003
73069,0.10000000000000001
73070,0.050000000000000003
73071,0.29999999999999999
73072,0.20000000000000001
73073,0.25
73074,0.0
73075,0.40000000000000002
73076,0.20000000000000001
73077,0.10000000000000001
73078,0.20000000000000001
73079,0.14999999999999999
73080,0.20000000000000001
73081,0.25
73082,0.20000000000000001
73083,0.10000000000000001
73084,0.20000000000000001
73085,0.0
73086,0.14999999999999999
73087,0.14999999999999999
73088,0.25
73089,0.14999999999999999
73090,0.20000000000000001
73091,0.20000000000000001
73092,0.0
73093,0.20000000000000001
73094,0.14999999999999999
73095,0.5
73096,0.050000000000000003
73097,0.0
73098,0.14999999999999999
73099,0.25
73100,0.20000000000000001
73101,0.25
73102,0.0
73103,0.14999999999999999
73104,0.75
73105,0.20000000000000001
73106,0.050000000000000003
73107,0.40000000000000002
73108,0.0
73109,0.050000000000000003
73110,0.20000000000000001
73111,0.0
73112,0.14999999999999999
73113,0.0
73114,0.10000000000000001
73115,0.050000000000000003
73116,0.10000000000000001
73117,0.20000000000000001
73118,0.050000000000000003
73119,0.84999999999999998
73120,0.90000000000000002
73121,0.050000000000000003
73122,0.14999999999999999
73123,0.10000000000000001
73124,0.25
73125,0.14999999999999999
73126,0.10000000000000001
73127,0.14999999999999999
73128,0.14999999999999999
73129,0.25
73130,0.050000000000000003
73131,0.10000000000000001
73132,0.050000000000000003
73133,0.050000000000000003
73134,0.40000000000000002
73135,0.14999999999999999
73136,0.14999999999999999
73137,0.69999999999999996
73138,0.25
73139,0.14999999999999999
73140,0.94999999999999996
73141,0.25
73142,0.40000000000000002
73143,0.29999999999999999
73144,0.0
73145,0.050000000000000003
73146,0.14999999999999999
73147,0.050000000000000003
73148,0.050000000000000003
73149,0.10000000000000001
73150,0.050000000000000003
73151,0.20000000000000001
73152,0.0
73153,0.20000000000000001
73154,0.29999999999999999
73155,0.0
73156,0.050000000000000003
73157,0.050000000000000003
73158,0.10000000000000001
73159,0.050000000000000003
73160,0.94999999999999996
73161,0.20000000000000001
73162,0.94999999999999996
73163,0.050000000000000003
73164,0.29999999999999999
73165,0.20000000000000001
73166,0.14999999999999999
73167,0.20000000000000001
73168,0.0
73169,0.40000000000000002
73170,0.14999999999999999
73171,0.050000000000000003
73172,0.34999999999999998
73173,0.14999999999999999
73174,0.050000000000000003
73175,0.050000000000000003
73176,0.14999999999999999
73177,0.25
73178,0.34999999999999998
73179,0.25
73180,0.14999999999999999
73181,0.20000000000000001
73182,0.14999999999999999
73183,0.40000000000000002
73184,0.10000000000000001
73185,0.10000000000000001
73186,0.050000000000000003
73187,0.050000000000000003
73188,0.29999999999999999
73189,0.14999999999999999
73190,0.14999999999999999
73191,0.84999999999999998
73192,0.90000000000000002
73193,0.14999999999999999
73194,0.29999999999999999
73195,0.0
73196,0.10000000000000001
73197,0.69999999999999996
73198,0.050000000000000003
73199,0.050000000000000003
73200,0.40000000000000002
73201,0.25
73202,0.84999999999999998
73203,0.10000000000000001
73204,0.050000000000000003
73205,0.10000000000000001
73206,0.10000000000000001
73207,0.050000000000000003
73208,0.10000000000000001
73209,0.10000000000000001
73210,0.20000000000000001
73211,0.25
73212,0.0
73213,0.050000000000000003
73214,0.25
73215,0.10000000000000001
73216,0.10000000000000001
73217,0.25
73218,0.14999999999999999
73219,0.050000000000000003
73220,0.14999999999999999
73221,0.20000000000000001
73222,0.0
73223,0.0
73224,0.050000000000000003
73225,0.10000000000000001
73226,0.10000000000000001
73227,0.14999999999999999
73228,0.050000000000000003
73229,0.0
73230,0.0
73231,0.20000000000000001
73232,0.94999999999999996
73233,0.94999999999999996
73234,0.14999999999999999
73235,0.14999999999999999
73236,0.20000000000000001
73237,0.14999999999999999
73238,0.10000000000000001
73239,0.10000000000000001
73240,0.25
73241,0.050000000000000003
73242,0.050000000000000003
73243,0.75
73244,0.050000000000000003
73245,0.10000000000000001
73246,0.90000000000000002
73247,0.10000000000000001
73248,0.0
73249,0.0
73250,0.050000000000000003
73251,0.29999999999999999
73252,0.0
73253,0.14999999999999999
73254,0.34999999999999998
73255,0.0
73256,0.14999999999999999
73257,0.29999999999999999
73258,0.10000000000000001
73259,0.25
73260,0.10000000000000001
73261,0.80000000000000004
73262,0.10000000000000001
73263,0.25
73264,0.25
73265,0.0
73266,0.050000000000000003
73267,0.050000000000000003
73268,0.050000000000000003
73269,0.050000000000000003
73270,0.25
73271,0.10000000000000001
73272,0.84999999999999998
73273,0.25
73274,0.050000000000000003
73275,0.80000000000000004
73276,0.10000000000000001
73277,0.0
73278,0.050000000000000003
73279,0.0
73280,0.0
73281,0.050000000000000003
73282,0.10000000000000001
73283,0.050000000000000003
73284,0.050000000000000003
73285,0.10000000000000001
73286,0.80000000000000004
73287,0.25
73288,0.14999999999999999
73289,0.20000000000000001
73290,0.10000000000000001
73291,0.10000000000000001
73292,0.0
73293,0.25
73294,0.10000000000000001
73295,0.75
73296,0.29999999999999999
73297,0.20000000000000001
73298,0.20000000000000001
73299,0.14999999999999999
73300,0.20000000000000001
73301,0.25
73302,0.25
73303,0.20000000000000001
73304,0.0
73305,0.80000000000000004
73306,0.80000000000000004
73307,0.050000000000000003
73308,0.10000000000000001
73309,0.20000000000000001
73310,0.0
73311,0.14999999999999999
73312,0.20000000000000001
73313,0.10000000000000001
73314,0.20000000000000001
73315,0.10000000000000001
73316,0.84999999999999998
73317,0.0
73318,0.050000000000000003
73319,0.050000000000000003
73320,0.10000000000000001
73321,0.050000000000000003
73322,0.10000000000000001
73323,0.10000000000000001
73324,0.69999999999999996
73325,0.75
73326,0.84999999999999998
73327,0.14999999999999999
73328,0.050000000000000003
73329,0.050000000000000003
73330,0.14999999999999999
73331,0.050000000000000003
73332,0.050000000000000003
73333,0.050000000000000003
73334,0.20000000000000001
73335,0.10000000000000001
73336,0.14999999999999999
73337,0.0
73338,0.050000000000000003
73339,0.90000000000000002
73340,0.84999999999999998
73341,0.20000000000000001
73342,0.10000000000000001
73343,0.050000000000000003
73344,0.10000000000000001
73345,0.14999999999999999
73346,0.10000000000000001
73347,0.20000000000000001
73348,0.20000000000000001
73349,0.84999999999999998
73350,0.0
73351,0.20000000000000001
73352,0.050000000000000003
73353,0.69999999999999996
73354,0.0
73355,0.050000000000000003
73356,0.10000000000000001
73357,0.20000000000000001
73358,0.20000000000000001
73359,0.050000000000000003
